"","V1"
"972","Crocidura musseri"
"973","Crocidura mutesae"
"974","Crocidura nana"
"975","Crocidura nanilla"
"976","Crocidura negligens"
"977","Crocidura negrina"
"978","Crocidura newmarki"
"979","Crocidura nicobarica"
"980","Crocidura nigeriae"
"981","Crocidura nigricans"
"982","Crocidura nigripes"
"983","Crocidura nigrofusca"
"984","Crocidura nimbae"
"985","Crocidura ninoyi"
"986","Crocidura niobe"
"987","Crocidura obscurior"
"988","Crocidura olivieri"
"989","Crocidura orientalis"
"990","Crocidura orii"
"991","Crocidura pachyura"
"992","Crocidura palawanensis"
"993","Crocidura panayensis"
"994","Crocidura paradoxura"
"995","Crocidura parvipes"
"996","Crocidura pasha"
"997","Crocidura pergrisea"
"998","Crocidura phaeura"
"999","Crocidura phanluongi"
"1000","Crocidura phuquocensis"
"1001","Crocidura picea"
"1002","Crocidura pitmani"
"1003","Crocidura planiceps"
"1004","Crocidura poensis"
"1005","Crocidura polia"
"1006","Crocidura pullata"
"1007","Crocidura raineyi"
"1008","Crocidura ramona"
"1009","Crocidura rapax"
"1010","Crocidura religiosa"
"1011","Crocidura rhoditis"
"1012","Crocidura roosevelti"
"1013","Crocidura russula"
"1014","Crocidura sapaensis"
"1015","Crocidura selina"
"1016","Crocidura serezkyensis"
"1017","Crocidura shantungensis"
"1018","Crocidura sibirica"
"1019","Crocidura sicula"
"1020","Crocidura silacea"
"1021","Crocidura smithii"
"1022","Crocidura sokolovi"
"1023","Crocidura somalica"
"1024","Crocidura stenocephala"
"1025","Crocidura suaveolens"
"1026","Crocidura susiana"
"1027","Crocidura tanakae"
"1028","Crocidura tansaniana"
"1029","Crocidura tarella"
"1030","Crocidura tarfayensis"
"1031","Crocidura telfordi"
"1032","Crocidura tenuis"
"1033","Crocidura thalia"
"1034","Crocidura theresae"
"1035","Crocidura thomensis"
"1036","Crocidura trichura"
"1037","Crocidura turba"
"1038","Crocidura ultima"
"1039","Crocidura umbra"
"1040","Crocidura usambarae"
"1041","Crocidura viaria"
"1042","Crocidura virgata"
"1043","Crocidura voi"
"1044","Crocidura vorax"
"1045","Crocidura vosmaeri"
"1046","Crocidura watasei"
"1047","Crocidura whitakeri"
"1048","Crocidura wimmeri"
"1049","Crocidura wuchihensis"
"1050","Crocidura xantippe"
"1051","Crocidura yaldeni"
"1052","Crocidura yankariensis"
"1053","Crocidura zaitsevi"
"1054","Crocidura zaphiri"
"1055","Crocidura zarudnyi"
"1056","Crocidura zimmeri"
"1057","Crocidura zimmermanni"
"1058","Crocuta crocuta"
"1059","Crossarchus alexandri"
"1060","Crossarchus ansorgei"
"1061","Crossarchus obscurus"
"1062","Crossarchus platycephalus"
"1063","Crossomys moncktoni"
"1064","Crunomys celebensis"
"1065","Crunomys fallax"
"1066","Crunomys melanius"
"1067","Crunomys suncoides"
"1068","Cryptochloris wintoni"
"1069","Cryptochloris zyli"
"1070","Cryptomys hottentotus"
"1071","Cryptomys mahali"
"1072","Cryptomys natalensis"
"1073","Cryptomys pretoriae"
"1074","Cryptonanus agricolai"
"1075","Cryptonanus chacoensis"
"1076","Cryptonanus guahybae"
"1077","Cryptonanus unduaviensis"
"1078","Cryptoprocta ferox"
"1079","Cryptotis alticola"
"1080","Cryptotis aroensis"
"1081","Cryptotis brachyonyx"
"1082","Cryptotis cavatorculus"
"1083","Cryptotis celaque"
"1084","Cryptotis colombiana"
"1085","Cryptotis endersi"
"1086","Cryptotis equatoris"
"1087","Cryptotis goldmani"
"1088","Cryptotis goodwini"
"1089","Cryptotis gracilis"
"1090","Cryptotis griseoventris"
"1091","Cryptotis hondurensis"
"1092","Cryptotis lacertosus"
"1093","Cryptotis magna"
"1094","Cryptotis mam"
"1095","Cryptotis mayensis"
"1096","Cryptotis mccarthyi"
"1097","Cryptotis medellinia"
"1098","Cryptotis meridensis"
"1099","Cryptotis merriami"
"1100","Cryptotis merus"
"1101","Cryptotis mexicana"
"1102","Cryptotis montivaga"
"1103","Cryptotis nelsoni"
"1104","Cryptotis niausia"
"1105","Cryptotis nigrescens"
"1106","Cryptotis obscura"
"1107","Cryptotis orophila"
"1108","Cryptotis parva"
"1109","Cryptotis peregrina"
"1110","Cryptotis perijensis"
"1111","Cryptotis peruviensis"
"1112","Cryptotis phillipsii"
"1113","Cryptotis squamipes"
"1114","Cryptotis tamensis"
"1115","Cryptotis thomasi"
"1116","Cryptotis tropicalis"
"1117","Cryptotis venezuelensis"
"1118","Ctenodactylus gundi"
"1119","Ctenodactylus vali"
"1120","Ctenomys argentinus"
"1121","Ctenomys australis"
"1122","Ctenomys azarae"
"1123","Ctenomys bergi"
"1124","Ctenomys boliviensis"
"1125","Ctenomys bonettoi"
"1126","Ctenomys brasiliensis"
"1127","Ctenomys colburni"
"1128","Ctenomys coludo"
"1129","Ctenomys conoveri"
"1130","Ctenomys coyhaiquensis"
"1131","Ctenomys dorbignyi"
"1132","Ctenomys dorsalis"
"1133","Ctenomys emilianus"
"1134","Ctenomys famosus"
"1135","Ctenomys flamarioni"
"1136","Ctenomys fochi"
"1137","Ctenomys fodax"
"1138","Ctenomys frater"
"1139","Ctenomys fulvus"
"1140","Ctenomys goodfellowi"
"1141","Ctenomys haigi"
"1142","Ctenomys johannis"
"1143","Ctenomys juris"
"1144","Ctenomys knighti"
"1145","Ctenomys lami"
"1146","Ctenomys latro"
"1147","Ctenomys leucodon"
"1148","Ctenomys lewisi"
"1149","Ctenomys magellanicus"
"1150","Ctenomys maulinus"
"1151","Ctenomys mendocinus"
"1152","Ctenomys minutus"
"1153","Ctenomys occultus"
"1154","Ctenomys opimus"
"1155","Ctenomys osvaldoreigi"
"1156","Ctenomys pearsoni"
"1157","Ctenomys perrensi"
"1158","Ctenomys peruanus"
"1159","Ctenomys pilarensis"
"1160","Ctenomys pontifex"
"1161","Ctenomys porteousi"
"1162","Ctenomys pundti"
"1163","Ctenomys rionegrensis"
"1164","Ctenomys roigi"
"1165","Ctenomys saltarius"
"1166","Ctenomys scagliai"
"1167","Ctenomys sericeus"
"1168","Ctenomys sociabilis"
"1169","Ctenomys steinbachi"
"1170","Ctenomys talarum"
"1171","Ctenomys torquatus"
"1172","Ctenomys tuconax"
"1173","Ctenomys tucumanus"
"1174","Ctenomys tulduco"
"1175","Ctenomys validus"
"1176","Ctenomys viperinus"
"1177","Ctenomys yolandae"
"1178","Cuniculus paca"
"1179","Cuniculus taczanowskii"
"1180","Cuon alpinus"
"1181","Cuscomys ashaninka"
"1182","Cuscomys oblativa"
"1183","Cyclopes didactylus"
"1184","Cynictis penicillata"
"1185","Cynocephalus volans"
"1186","Cynogale bennettii"
"1187","Cynomops abrasus"
"1188","Cynomops greenhalli"
"1189","Cynomops mexicanus"
"1190","Cynomops milleri"
"1191","Cynomops paranus"
"1192","Cynomops planirostris"
"1193","Cynomys gunnisoni"
"1194","Cynomys leucurus"
"1195","Cynomys ludovicianus"
"1196","Cynomys mexicanus"
"1197","Cynomys parvidens"
"1198","Cynopterus brachyotis"
"1199","Cynopterus horsfieldii"
"1200","Cynopterus luzoniensis"
"1201","Cynopterus minutus"
"1202","Cynopterus nusatenggara"
"1203","Cynopterus sphinx"
"1204","Cynopterus titthaecheilus"
"1205","Cyttarops alecto"
"1206","Dacnomys millardi"
"1207","Dactylomys boliviensis"
"1208","Dactylomys dactylinus"
"1209","Dactylomys peruanus"
"1210","Dactylonax palpator"
"1211","Dactylopsila megalura"
"1212","Dactylopsila tatei"
"1213","Dactylopsila trivirgata"
"1214","Dama dama"
"1215","Dama mesopotamica"
"1216","Damaliscus lunatus"
"1217","Damaliscus pygargus"
"1218","Dasycercus blythi"
"1219","Dasycercus cristicauda"
"1220","Dasykaluta rosamondae"
"1221","Dasymys foxi"
"1222","Dasymys incomtus"
"1223","Dasymys montanus"
"1224","Dasymys nudipes"
"1225","Dasymys rufulus"
"1226","Dasyprocta azarae"
"1227","Dasyprocta coibae"
"1228","Dasyprocta croconota"
"1229","Dasyprocta fuliginosa"
"1230","Dasyprocta guamara"
"1231","Dasyprocta iacki"
"1232","Dasyprocta kalinowskii"
"1233","Dasyprocta leporina"
"1234","Dasyprocta mexicana"
"1235","Dasyprocta prymnolopha"
"1236","Dasyprocta punctata"
"1237","Dasyprocta ruatanica"
"1238","Dasyprocta variegata"
"1239","Dasypus hybridus"
"1240","Dasypus kappleri"
"1241","Dasypus novemcinctus"
"1242","Dasypus pilosus"
"1243","Dasypus sabanicola"
"1244","Dasypus septemcinctus"
"1245","Dasypus yepesi"
"1246","Dasyuroides byrnei"
"1247","Dasyurus albopunctatus"
"1248","Dasyurus geoffroii"
"1249","Dasyurus hallucatus"
"1250","Dasyurus maculatus"
"1251","Dasyurus spartacus"
"1252","Dasyurus viverrinus"
"1253","Daubentonia madagascariensis"
"1254","Delanymys brooksi"
"1255","Delomys collinus"
"1256","Delomys dorsalis"
"1257","Delomys sublineatus"
"1258","Deltamys kempi"
"1259","Dendrogale melanura"
"1260","Dendrogale murina"
"1261","Dendrohyrax arboreus"
"1262","Dendrohyrax dorsalis"
"1263","Dendrohyrax validus"
"1264","Dendrolagus bennettianus"
"1265","Dendrolagus dorianus"
"1266","Dendrolagus goodfellowi"
"1267","Dendrolagus inustus"
"1268","Dendrolagus lumholtzi"
"1269","Dendrolagus matschiei"
"1270","Dendrolagus mayri"
"1271","Dendrolagus mbaiso"
"1272","Dendrolagus notatus"
"1273","Dendrolagus pulcherrimus"
"1274","Dendrolagus scottae"
"1275","Dendrolagus spadix"
"1276","Dendrolagus stellarum"
"1277","Dendrolagus ursinus"
"1278","Dendromus insignis"
"1279","Dendromus kahuziensis"
"1280","Dendromus kivu"
"1281","Dendromus lachaisei"
"1282","Dendromus lovati"
"1283","Dendromus melanotis"
"1284","Dendromus mesomelas"
"1285","Dendromus messorius"
"1286","Dendromus mystacalis"
"1287","Dendromus nyikae"
"1288","Dendromus oreas"
"1289","Dendromus ruppi"
"1290","Dendromus vernayi"
"1291","Dendroprionomys rousseloti"
"1292","Deomys ferrugineus"
"1293","Dephomys defua"
"1294","Dermanura anderseni"
"1295","Dermanura azteca"
"1296","Dermanura bogotensis"
"1297","Dermanura cinerea"
"1298","Dermanura glauca"
"1299","Dermanura gnoma"
"1300","Dermanura phaeotis"
"1301","Dermanura rava"
"1302","Dermanura rosenbergi"
"1303","Dermanura tolteca"
"1304","Dermanura watsoni"
"1305","Desmana moschata"
"1306","Desmodilliscus braueri"
"1307","Desmodillus auricularis"
"1308","Desmodus rotundus"
"1309","Desmomys harringtoni"
"1310","Desmomys yaldeni"
"1311","Diaemus youngi"
"1312","Dicerorhinus sumatrensis"
"1313","Diceros bicornis"
"1314","Diclidurus albus"
"1315","Diclidurus ingens"
"1316","Diclidurus isabella"
"1317","Diclidurus scutatus"
"1318","Dicrostonyx groenlandicus"
"1319","Dicrostonyx hudsonius"
"1320","Dicrostonyx nelsoni"
"1321","Dicrostonyx nunatakensis"
"1322","Dicrostonyx richardsoni"
"1323","Dicrostonyx torquatus"
"1324","Dicrostonyx unalascensis"
"1325","Dicrostonyx vinogradovi"
"1326","Didelphis albiventris"
"1327","Didelphis aurita"
"1328","Didelphis imperfecta"
"1329","Didelphis marsupialis"
"1330","Didelphis pernigra"
"1331","Didelphis virginiana"
"1332","Dinaromys bogdanovi"
"1333","Dinomys branickii"
"1334","Diomys crumpi"
"1335","Diphylla ecaudata"
"1336","Diplogale hosei"
"1337","Diplomesodon pulchellum"
"1338","Diplomys caniceps"
"1339","Diplomys labilis"
"1340","Diplothrix legata"
"1341","Dipodomys agilis"
"1342","Dipodomys californicus"
"1343","Dipodomys compactus"
"1344","Dipodomys deserti"
"1345","Dipodomys elator"
"1346","Dipodomys gravipes"
"1347","Dipodomys heermanni"
"1348","Dipodomys ingens"
"1349","Dipodomys merriami"
"1350","Dipodomys microps"
"1351","Dipodomys nelsoni"
"1352","Dipodomys nitratoides"
"1353","Dipodomys ordii"
"1354","Dipodomys ornatus"
"1355","Dipodomys panamintinus"
"1356","Dipodomys phillipsii"
"1357","Dipodomys simulans"
"1358","Dipodomys spectabilis"
"1359","Dipodomys stephensi"
"1360","Dipodomys venustus"
"1361","Dipus sagitta"
"1362","Distoechurus pennatus"
"1363","Dobsonia anderseni"
"1364","Dobsonia beauforti"
"1365","Dobsonia chapmani"
"1366","Dobsonia crenulata"
"1367","Dobsonia emersa"
"1368","Dobsonia exoleta"
"1369","Dobsonia inermis"
"1370","Dobsonia minor"
"1371","Dobsonia moluccensis"
"1372","Dobsonia pannietensis"
"1373","Dobsonia peronii"
"1374","Dobsonia praedatrix"
"1375","Dobsonia viridis"
"1376","Dolichotis patagonum"
"1377","Dolichotis salinicola"
"1378","Dologale dybowskii"
"1379","Dorcatragus megalotis"
"1380","Dorcopsis atrata"
"1381","Dorcopsis hageni"
"1382","Dorcopsis luctuosa"
"1383","Dorcopsis muelleri"
"1384","Dorcopsulus macleayi"
"1385","Dorcopsulus vanheurni"
"1386","Dremomys everetti"
"1387","Dremomys gularis"
"1388","Dremomys lokriah"
"1389","Dremomys pernyi"
"1390","Dremomys pyrrhomerus"
"1391","Dremomys rufigenis"
"1392","Dromiciops gliroides"
"1393","Dryadonycteris capixaba"
"1394","Drymoreomys albimaculatus"
"1395","Dryomys laniger"
"1396","Dryomys niethammeri"
"1397","Dryomys nitedula"
"1398","Dusicyon australis"
"1399","Dusicyon avus"
"1400","Dyacopterus brooksi"
"1401","Dyacopterus spadiceus"
"1402","Dymecodon pilirostris"
"1403","Echimys chrysurus"
"1404","Echimys saturnus"
"1405","Echimys vieirai"
"1406","Echinops telfairi"
"1407","Echinosorex gymnura"
"1408","Echiothrix centrosa"
"1409","Echiothrix leucura"
"1410","Echymipera clara"
"1411","Echymipera davidi"
"1412","Echymipera echinista"
"1413","Echymipera kalubu"
"1414","Echymipera rufescens"
"1415","Ectophylla alba"
"1416","Eidolon dupreanum"
"1417","Eidolon helvum"
"1418","Eira barbara"
"1419","Elaphodus cephalophus"
"1420","Elaphurus davidianus"
"1421","Elephantulus brachyrhynchus"
"1422","Elephantulus edwardii"
"1423","Elephantulus fuscipes"
"1424","Elephantulus fuscus"
"1425","Elephantulus intufi"
"1426","Elephantulus myurus"
"1427","Elephantulus pilicaudus"
"1428","Elephantulus revoilii"
"1429","Elephantulus rozeti"
"1430","Elephantulus rufescens"
"1431","Elephantulus rupestris"
"1432","Elephas maximus"
"1433","Eligmodontia moreni"
"1434","Eligmodontia morgani"
"1435","Eligmodontia puerulus"
"1436","Eligmodontia typus"
"1437","Eliomys melanurus"
"1438","Eliomys munbyanus"
"1439","Eliomys quercinus"
"1440","Eliurus antsingy"
"1441","Eliurus carletoni"
"1442","Eliurus danieli"
"1443","Eliurus ellermani"
"1444","Eliurus grandidieri"
"1445","Eliurus majori"
"1446","Eliurus minor"
"1447","Eliurus myoxinus"
"1448","Eliurus penicillatus"
"1449","Eliurus petteri"
"1450","Eliurus tanala"
"1451","Eliurus webbi"
"1452","Ellobius alaicus"
"1453","Ellobius fuscocapillus"
"1454","Ellobius lutescens"
"1455","Ellobius talpinus"
"1456","Ellobius tancrei"
"1457","Emballonura alecto"
"1458","Emballonura beccarii"
"1459","Emballonura dianae"
"1460","Emballonura furax"
"1461","Emballonura monticola"
"1462","Emballonura raffrayana"
"1463","Emballonura semicaudata"
"1464","Emballonura serii"
"1465","Enchisthenes hartii"
"1466","Enhydra lutris"
"1467","Eoglaucomys fimbriatus"
"1468","Eolagurus luteus"
"1469","Eolagurus przewalskii"
"1470","Eonycteris major"
"1471","Eonycteris robusta"
"1472","Eonycteris spelaea"
"1473","Eospalax fontanierii"
"1474","Eospalax rothschildi"
"1475","Eospalax smithii"
"1476","Eothenomys cachinus"
"1477","Eothenomys chinensis"
"1478","Eothenomys custos"
"1479","Eothenomys melanogaster"
"1480","Eothenomys miletus"
"1481","Eothenomys olitor"
"1482","Eothenomys proditor"
"1483","Eothenomys wardi"
"1484","Eozapus setchuanus"
"1485","Episoriculus caudatus"
"1486","Episoriculus fumidus"
"1487","Episoriculus leucops"
"1488","Episoriculus macrurus"
"1489","Epixerus ebii"
"1490","Epomophorus angolensis"
"1491","Epomophorus anselli"
"1492","Epomophorus crypturus"
"1493","Epomophorus gambianus"
"1494","Epomophorus grandis"
"1495","Epomophorus labiatus"
"1496","Epomophorus minimus"
"1497","Epomophorus minor"
"1498","Epomophorus wahlbergi"
"1499","Epomops buettikoferi"
"1500","Epomops dobsonii"
"1501","Epomops franqueti"
"1502","Eptesicus andinus"
"1503","Eptesicus bobrinskoi"
"1504","Eptesicus bottae"
"1505","Eptesicus brasiliensis"
"1506","Eptesicus chiriquinus"
"1507","Eptesicus diminutus"
"1508","Eptesicus dimissus"
"1509","Eptesicus floweri"
"1510","Eptesicus furinalis"
"1511","Eptesicus fuscus"
"1512","Eptesicus gobiensis"
"1513","Eptesicus guadeloupensis"
"1514","Eptesicus hottentotus"
"1515","Eptesicus innoxius"
"1516","Eptesicus isabellinus"
"1517","Eptesicus japonensis"
"1518","Eptesicus nasutus"
"1519","Eptesicus nilssonii"
"1520","Eptesicus pachyotis"
"1521","Eptesicus platyops"
"1522","Eptesicus serotinus"
"1523","Eptesicus taddeii"
"1524","Eptesicus tatei"
"1525","Equus africanus"
"1526","Equus ferus"
"1527","Equus grevyi"
"1528","Equus hemionus"
"1529","Equus kiang"
"1530","Equus quagga"
"1531","Equus zebra"
"1532","Eremitalpa granti"
"1533","Eremodipus lichtensteini"
"1534","Eremoryzomys polius"
"1535","Erethizon dorsatum"
"1536","Erinaceus amurensis"
"1537","Erinaceus concolor"
"1538","Erinaceus europaeus"
"1539","Erinaceus roumanicus"
"1540","Eropeplus canus"
"1541","Erophylla bombifrons"
"1542","Erophylla sezekorni"
"1543","Erythrocebus patas"
"1544","Euchoreutes naso"
"1545","Euderma maculatum"
"1546","Eudiscoderma thongareeae"
"1547","Eudiscopus denticulus"
"1548","Eudorcas albonotata"
"1549","Eudorcas rufifrons"
"1550","Eudorcas thomsonii"
"1551","Eudorcas tilonura"
"1552","Eulemur albifrons"
"1553","Eulemur cinereiceps"
"1554","Eulemur collaris"
"1555","Eulemur coronatus"
"1556","Eulemur flavifrons"
"1557","Eulemur fulvus"
"1558","Eulemur macaco"
"1559","Eulemur mongoz"
"1560","Eulemur rubriventer"
"1561","Eulemur rufifrons"
"1562","Eulemur rufus"
"1563","Eulemur sanfordi"
"1564","Eumops auripendulus"
"1565","Eumops bonariensis"
"1566","Eumops dabbenei"
"1567","Eumops delticus"
"1568","Eumops ferox"
"1569","Eumops floridanus"
"1570","Eumops glaucinus"
"1571","Eumops hansae"
"1572","Eumops maurus"
"1573","Eumops nanus"
"1574","Eumops patagonicus"
"1575","Eumops perotis"
"1576","Eumops trumbulli"
"1577","Eumops underwoodi"
"1578","Eumops wilsoni"
"1579","Euneomys chinchilloides"
"1580","Euneomys fossor"
"1581","Euneomys mordax"
"1582","Euneomys petersoni"
"1583","Euoticus elegantulus"
"1584","Euoticus pallidus"
"1585","Eupetaurus cinereus"
"1586","Eupleres goudotii"
"1587","Eupleres major"
"1588","Euroscaptor grandis"
"1589","Euroscaptor klossi"
"1590","Euroscaptor longirostris"
"1591","Euroscaptor micrura"
"1592","Euroscaptor mizura"
"1593","Euroscaptor parvidens"
"1594","Euroscaptor subanura"
"1595","Euryoryzomys emmonsae"
"1596","Euryoryzomys lamia"
"1597","Euryoryzomys legatus"
"1598","Euryoryzomys macconnelli"
"1599","Euryoryzomys nitidus"
"1600","Euryoryzomys russatus"
"1601","Euryzygomatomys spinosus"
"1602","Eutamias sibiricus"
"1603","Exilisciurus concinnus"
"1604","Exilisciurus exilis"
"1605","Exilisciurus whiteheadi"
"1606","Falsistrellus affinis"
"1607","Falsistrellus mackenziei"
"1608","Falsistrellus mordax"
"1609","Falsistrellus petersi"
"1610","Falsistrellus tasmaniensis"
"1611","Felis bieti"
"1612","Felis chaus"
"1613","Felis margarita"
"1614","Felis nigripes"
"1615","Felis silvestris"
"1616","Felovia vae"
"1617","Feroculus feroculus"
"1618","Fossa fossana"
"1619","Fukomys anselli"
"1620","Fukomys bocagei"
"1621","Fukomys damarensis"
"1622","Fukomys darlingi"
"1623","Fukomys foxi"
"1624","Fukomys ilariae"
"1625","Fukomys kafuensis"
"1626","Fukomys mechowii"
"1627","Fukomys ochraceocinereus"
"1628","Fukomys vandewoestijneae"
"1629","Fukomys zechi"
"1630","Funambulus layardi"
"1631","Funambulus palmarum"
"1632","Funambulus pennantii"
"1633","Funambulus sublineatus"
"1634","Funambulus tristriatus"
"1635","Funisciurus anerythrus"
"1636","Funisciurus bayonii"
"1637","Funisciurus carruthersi"
"1638","Funisciurus congicus"
"1639","Funisciurus duchaillui"
"1640","Funisciurus isabella"
"1641","Funisciurus lemniscatus"
"1642","Funisciurus leucogenys"
"1643","Funisciurus pyrropus"
"1644","Funisciurus substriatus"
"1645","Furipterus horrens"
"1646","Galago gallarum"
"1647","Galago matschiei"
"1648","Galago moholi"
"1649","Galago senegalensis"
"1650","Galagoides cocos"
"1651","Galagoides demidoff"
"1652","Galagoides granti"
"1653","Galagoides orinus"
"1654","Galagoides rondoensis"
"1655","Galagoides thomasi"
"1656","Galagoides zanzibaricus"
"1657","Galea comes"
"1658","Galea flavidens"
"1659","Galea leucoblephara"
"1660","Galea musteloides"
"1661","Galea spixii"
"1662","Galemys pyrenaicus"
"1663","Galenomys garleppi"
"1664","Galeopterus variegatus"
"1665","Galictis cuja"
"1666","Galictis vittata"
"1667","Galidia elegans"
"1668","Galidictis fasciata"
"1669","Galidictis grandidieri"
"1670","Gardnerycteris crenulatum"
"1671","Gardnerycteris koepckeae"
"1672","Gazella arabica"
"1673","Gazella bennettii"
"1674","Gazella cuvieri"
"1675","Gazella dorcas"
"1676","Gazella gazella"
"1677","Gazella leptoceros"
"1678","Gazella marica"
"1679","Gazella spekei"
"1680","Gazella subgutturosa"
"1681","Genetta abyssinica"
"1682","Genetta angolensis"
"1683","Genetta bourloni"
"1684","Genetta cristata"
"1685","Genetta genetta"
"1686","Genetta johnstoni"
"1687","Genetta maculata"
"1688","Genetta pardina"
"1689","Genetta piscivora"
"1690","Genetta poensis"
"1691","Genetta servalina"
"1692","Genetta thierryi"
"1693","Genetta tigrina"
"1694","Genetta victoriae"
"1695","Geocapromys brownii"
"1696","Geocapromys ingrahami"
"1697","Geogale aurita"
"1698","Geomys arenarius"
"1699","Geomys attwateri"
"1700","Geomys breviceps"
"1701","Geomys bursarius"
"1702","Geomys knoxjonesi"
"1703","Geomys personatus"
"1704","Geomys pinetis"
"1705","Geomys texensis"
"1706","Geomys tropicalis"
"1707","Georychus capensis"
"1708","Geoxus annectens"
"1709","Geoxus valdivianus"
"1710","Gerbilliscus afra"
"1711","Gerbilliscus boehmi"
"1712","Gerbilliscus brantsii"
"1713","Gerbilliscus gambiana"
"1714","Gerbilliscus guineae"
"1715","Gerbilliscus inclusus"
"1716","Gerbilliscus kempi"
"1717","Gerbilliscus leucogaster"
"1718","Gerbilliscus nigricaudus"
"1719","Gerbilliscus phillipsi"
"1720","Gerbilliscus robustus"
"1721","Gerbilliscus validus"
"1722","Gerbillurus paeba"
"1723","Gerbillurus setzeri"
"1724","Gerbillurus tytonis"
"1725","Gerbillurus vallinus"
"1726","Gerbillus acticola"
"1727","Gerbillus amoenus"
"1728","Gerbillus andersoni"
"1729","Gerbillus aquilus"
"1730","Gerbillus bottai"
"1731","Gerbillus brockmani"
"1732","Gerbillus campestris"
"1733","Gerbillus cheesmani"
"1734","Gerbillus cosensis"
"1735","Gerbillus dasyurus"
"1736","Gerbillus dunni"
"1737","Gerbillus famulus"
"1738","Gerbillus floweri"
"1739","Gerbillus gerbillus"
"1740","Gerbillus gleadowi"
"1741","Gerbillus grobbeni"
"1742","Gerbillus harwoodi"
"1743","Gerbillus henleyi"
"1744","Gerbillus hesperinus"
"1745","Gerbillus hoogstraali"
"1746","Gerbillus jamesi"
"1747","Gerbillus juliani"
"1748","Gerbillus latastei"
"1749","Gerbillus lowei"
"1750","Gerbillus mackilligini"
"1751","Gerbillus maghrebi"
"1752","Gerbillus mesopotamiae"
"1753","Gerbillus muriculus"
"1754","Gerbillus nancillus"
"1755","Gerbillus nanus"
"1756","Gerbillus nigeriae"
"1757","Gerbillus occiduus"
"1758","Gerbillus percivali"
"1759","Gerbillus perpallidus"
"1760","Gerbillus poecilops"
"1761","Gerbillus principulus"
"1762","Gerbillus pulvinatus"
"1763","Gerbillus pusillus"
"1764","Gerbillus pyramidum"
"1765","Gerbillus rosalinda"
"1766","Gerbillus rupicola"
"1767","Gerbillus simoni"
"1768","Gerbillus somalicus"
"1769","Gerbillus stigmonyx"
"1770","Gerbillus tarabuli"
"1771","Gerbillus watersi"
"1772","Giraffa camelopardalis"
"1773","Glaucomys sabrinus"
"1774","Glaucomys volans"
"1775","Glauconycteris alboguttata"
"1776","Glauconycteris argentata"
"1777","Glauconycteris beatrix"
"1778","Glauconycteris curryae"
"1779","Glauconycteris egeria"
"1780","Glauconycteris gleni"
"1781","Glauconycteris humeralis"
"1782","Glauconycteris kenyacola"
"1783","Glauconycteris machadoi"
"1784","Glauconycteris poensis"
"1785","Glauconycteris superba"
"1786","Glauconycteris variegata"
"1787","Glironia venusta"
"1788","Glirulus japonicus"
"1789","Glis glis"
"1790","Glischropus javanus"
"1791","Glischropus tylopus"
"1792","Glossophaga commissarisi"
"1793","Glossophaga leachii"
"1794","Glossophaga longirostris"
"1795","Glossophaga morenoi"
"1796","Glossophaga soricina"
"1797","Glyphonycteris behnii"
"1798","Glyphonycteris daviesi"
"1799","Glyphonycteris sylvestris"
"1800","Glyphotes simus"
"1801","Golunda ellioti"
"1802","Gorilla beringei"
"1803","Gorilla gorilla"
"1804","Gracilimus radix"
"1805","Gracilinanus aceramarcae"
"1806","Gracilinanus agilis"
"1807","Gracilinanus dryas"
"1808","Gracilinanus emiliae"
"1809","Gracilinanus marica"
"1810","Gracilinanus microtarsus"
"1811","Grammomys aridulus"
"1812","Grammomys brevirostris"
"1813","Grammomys buntingi"
"1814","Grammomys caniceps"
"1815","Grammomys cometes"
"1816","Grammomys dolichurus"
"1817","Grammomys dryas"
"1818","Grammomys gigas"
"1819","Grammomys ibeanus"
"1820","Grammomys kuru"
"1821","Grammomys macmillani"
"1822","Grammomys minnae"
"1823","Grammomys selousi"
"1824","Graomys chacoensis"
"1825","Graomys domorum"
"1826","Graomys edithae"
"1827","Graomys griseoflavus"
"1828","Graphiurus angolensis"
"1829","Graphiurus christyi"
"1830","Graphiurus crassicaudatus"
"1831","Graphiurus johnstoni"
"1832","Graphiurus kelleni"
"1833","Graphiurus lorraineus"
"1834","Graphiurus microtis"
"1835","Graphiurus monardi"
"1836","Graphiurus murinus"
"1837","Graphiurus nagtglasii"
"1838","Graphiurus ocularis"
"1839","Graphiurus platyops"
"1840","Graphiurus rupicola"
"1841","Graphiurus surdus"
"1842","Graphiurus walterverheyeni"
"1843","Gulo gulo"
"1844","Gyldenstolpia fronto"
"1845","Gymnobelideus leadbeateri"
"1846","Gymnuromys roberti"
"1847","Habromys chinanteco"
"1848","Habromys delicatulus"
"1849","Habromys ixtlani"
"1850","Habromys lepturus"
"1851","Habromys lophurus"
"1852","Habromys schmidlyi"
"1853","Habromys simulatus"
"1854","Hadromys humei"
"1855","Hadromys yunnanensis"
"1856","Haeromys margarettae"
"1857","Haeromys minahassae"
"1858","Haeromys pusillus"
"1859","Halmaheramys bokimekot"
"1860","Handleyomys alfaroi"
"1861","Handleyomys chapmani"
"1862","Handleyomys fuscatus"
"1863","Handleyomys intectus"
"1864","Handleyomys melanotis"
"1865","Handleyomys rhabdops"
"1866","Handleyomys rostratus"
"1867","Handleyomys saturatior"
"1868","Hapalemur alaotrensis"
